participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0091,R_27EA2S6Almc2Skh,Very Good,Brilliant,,The film was brilliant.,Today in Australia.,"It seems like a superlative. I use it more than 'fabulous' or 'fab', which was popular a few decades back."
A0093,R_3lLywnXmsYkjHTS,Very Good,mint,,'That was a mint parma',Usually when I've come out of a good experience (e.g. a party) or after some good food,Usually accompanied by this hand gesture 👌 (ok hand-sign)
A0094,R_1n12A76vAUjeEVq,Very Good,Cracka,,That show was cracka,Within my social groups,I also teach at a high school and it's used very frequently
A0095,R_3LecgoTgDftG5QD,Very Good,Grouse,,"Man, that's grouse!","Rural victoria, within the last 5 years",Parents referred to it as drug culture slang when I first used it
A0096,R_124k5ki6SCCI6Ly,Very Good,Shit hot,,That looks shit hot,,
A0097,R_3EMYk3cW3Sjs4tn,Very Good,Grouse,,Your new car is pretty grouse,My husband uses it regularly,
A0098,R_2zMz64l2Oh3QVXB,Very Good,Beauty,,That's a beauty,"Tv, home, radio",
A2933,R_1n7b7oQzR9qdj3Q,Very Good,Grouse,,As a response to a statement about something good,"All the time, but older people I guess",
A2654,R_2PtCt0GPsFi5P1b,Very Good,Beauty,,"Nice car, it's a real beauty","In Brisbane, 1990s",It's not that common anymore. A working class or rural expression
A2565,R_1IishaMDpoc4Sdv,Very Good,Bonza,,We had a bonza time at the park,"Friends and family, TV",Not used much these days
A2332,R_2qvBr5uoSrXFLhQ,Very Good,Grouse,,"That's a grouse body kit on your Commo, Stevo","Not since the 80s, or more recently but ironically",It deserves a revival
A2333,R_sT3ZgOr5R5Yc7QZ,Very Good,Ripper,,That film was a ripper.,I use this word regularly in everyday speech. Sometimes heard in films and radio.,
A3006,R_29dfdrEfh2JM07k,Very Good,Top shit,,"Pete got a new bike, it's top shit!",A lot growing up between kids/teenagers,
A2279,R_2sauz9R14mRRiBG,Very Good,Bonza,,"That would be bonza mate, id love to come.",Within friendship groups recently,
A2791,R_2rTKAliabCe28ax,Very Good,Deadly,,That concert was deadly,"Last heard on podcast, but grew up surrounded by indigenous mates using it.",I think now (that I live here) it has origins in Ireland
A3008,R_um1lgMObz58hDSF,Very Good,Bonza,,Bonza mate,All the time,No
A2322,R_2RUsV067uvL8SyC,Very Good,Heaps good,,That movie was heaps good,Songs,
A3009,R_2fkvaF9rPkmMawL,Very Good,Grouse,,"""you got the job?! That's grouse!""",Only ever amongst friends. Probably in the 30+ ages range.,I have said it to friends from outside Melbourne and they didn't know what it meant
A2566,R_2bI7g89yUPfvOKX,Very Good,The shiz,,That meal was the shiz,Among friends,It is the shiz
A3010,R_3kh2o2k6SZfCCv5,Very Good,Cool,,Thats cool,All,
A3011,R_3L0VDgaj1Hkg6RR,Very Good,Ace,,That's ace,"About situations, food",
A0099,R_UgA3LsYlYHttJfj,Very Good,Hunky dory,,It's all hunky dory,Not sure,Very rarely hear it
A2323,R_1pQGAam7KosrsDm,Very Good,Ace,,That's fucking ace!,"Mainly by men of various ages, teens and up",I have mostly heard it coupled with a curse
A2934,R_3qDamsWUeV9vdPV,Very Good,"""Heaps"" as an intensifier",,It was heaps good,Casual conversation,This is a very South Australian phrase apparently.
A2935,R_3NE7JMLEljNNr2t,Very Good,Ripper,,That's a ripper!,"Album cover?1975(compilation of the year's best hits); TV ad ""ripper Rita"", still hear/use it today, but more common as a kid in the 70s",
A2936,R_XYZR4tCKeyg8Xv3,Very Good,Bonza,,What a bonza hat you've got on today Shirl,Not for a long time... in the country... at a race meeting or a flower show.,
A2433,R_2rCMHFRJSvewalT,Very Good,Alright,,You're a bit alright.,Frequently by my father as long as I can remember.,"It can be used to mean mediocre, but I frequently use it myself to denote high praise."
A2158,R_1nOZEakjxJxbOZM,Very Good,Cracker,,It's going to be a cracker of a webinar,Usually in relation to some kind of event,
A2687,R_29sKTahbmyLEGk9,Very Good,Bonza,,Ah bonza mate,Mostly on telly!,
A2688,R_A4D7GDdEcYgLb9f,Very Good,Heaps good,,In ads,Both in real life and ads,
A2792,R_10Mg21TraH02bZZ,Very Good,Grouse,,"""You got the job?! That's grouse!""",Usually among friends of the age 30+,"When I use it with people outside of Melbourne, they're not sure what it means."
A2850,R_2q918CuXwDcbhO5,Very Good,Beaut or beauty,,You little beauty,On tv; by family members,
A2689,R_2c6K0zk85K9Qew9,Very Good,SenSATional,,That shiraz is sensational,Everywhere for last 20 years amongst middle class mates,My daughter says 'epic' (not abt shiraz tho)
A2140,R_2OTLXdxveVX6hii,Very Good,You beaut or beauty.,,My horse won the race. You beauty!!,Growing up in central Victoria and south Australia,
A2434,R_eW0pCFIeEskqf5f,Very Good,Heaps good!!,,That's heaps good.,Everywhere in SA anytime anything is good. And on t-shirts,
A2655,R_1ib9knzXQIB3tON,Very Good,That's sick!,,That party was sick!,Children at school use this expression,
A2567,R_6PPbLQlWf159LFv,Very Good,Ripper,,That movie is a ripper,I said it today,It's a ripper
A2182,R_3PipXeTtHZslHsw,Very Good,Bonza,,Bonza bewdy mate!,Not for years,Possibly archaic now i think about.
A3013,R_Ck1W2COgfTkEe5z,Very Good,Sweet,,That was a sweet win in the footy yesterday,,
A2937,R_U9pr9bomGRU7KiR,Very Good,Beaut,,It's such a beaut day,"On Australian TV shows, family","I don't use it, it feels a bit old fashioned"
A2938,R_WoE7xb2jIteZzRT,Very Good,ripper,,That mark was a ripper,From childhood. Seems to be common in Australian Rules,often ripping
A2851,R_2Xn6Gumpj6YEV1G,Very Good,Mint,,This food is mint,Social situations,
A2336,R_3exchMtSBh2HNCp,Very Good,Bonza,,That beer is bonza.,Only heard a long time ago when a kid.,
A3014,R_30bIEJj0rUXywb4,Very Good,Tops.,,Don Bradman's career batting average is fucking tops.,All the time.,
A2435,R_3CDad2wwhY7bLK7,Very Good,Dardy,,Thats a dardy car,Everywhere,Originated for first Australian noongars
A2541,R_28zH2xHujrvKR97,Very Good,Bonzer,,"That result is so bonzer, mate.",Growing up in the country. Often used in a jovial way. Oh also heard on Aussie movies.,
A2568,R_2OT0S3R655A7sLI,Very Good,Bonza,,That's bonza,Tv,
A3015,R_vBNnorpUCt3vIzL,Very Good,Thats a cracker,,Thats a cracker of a car you've got,"Not for a long time, in my youth",No
A2542,R_1KkkpqYN0cFR2rA,Very Good,Ripsnorter,,What a ripsnorter the goal keeper did!,Parents,
A2437,R_3JgBOpdr3FW0Q6u,Very Good,Bonza,,It's been a good day! Bloody bonza,Influencers mostly,It doesn't seem all that common anymore
A2337,R_10N3R8Jrkqg5FBC,Very Good,Bonza,,That concert was bonza.,As a kid/teen in my home town which was semi-rural.,
A2569,R_YX3n14KrFXyJDnH,Very Good,Rippa,,She's a rippa!,When someone realy likes something or someone.,
A0100,R_10xugZpUhhrqktL,Very Good,bonza,,actually no haha I just know it's used. What a bonza feasr??,probably some tv show or other I wouldn't have read it in a book,"""ripper"" is another one I remembered just now. ""What a ripper""? I feel like I'd have heard Steve Irwin say that one"
A3016,R_A6Ta9NnWpIBBoSl,Very Good,"bonza, bewdy,",,,,
A2249,R_3CKhwEEtkuTTYtE,Very Good,Grouse,,That's grouse,Slang,No
A2113,R_3J3ZXYrkF2x0toF,Very Good,bonzer,,"(broad accent) ""it's bloody bonzer mate""",when people give examples of Australian slang (i.e. not in authentic use),
A0101,R_2Qtksg5VC0g7Ph5,Very Good,beaut,,that's beaut mate,mostly heard on the tv throughout my life,i find myself using the word more often as i get older
A2690,R_3LaTWN0ADgkM8RV,Very Good,killer,,"""that's a killer piece of work!""","in a casual setting, usually amongst acquaintances or friends. can refer to anything",
A3018,R_qC7s6tGgcFmM82l,Very Good,Hoon,,The hoons were out in force,TV news.... every second week,
A2141,R_T75xCF4sVkkhwqJ,Very Good,mint,,the weather is mint,stated in the 1980's and made come back in recent years,somthing better than mint is mintox
A2338,R_3KJAHlXlaysVoKE,Very Good,bonza,,,,
A0102,R_1dcuM3wAInOhyS4,Very Good,Sick,,Thta music is sick,"Family, friends.",Not sure if teenagers are saying it
A0104,R_1IufLWExCs6lRdm,Very Good,Sweet,,She's Sweet,Around the traps,Nah
A0109,R_2zHLSjP1xmMQzRX,Very Good,A banger,,This song is a banger,Bush doofs / Online /,It is used by the young people these days
A0110,R_3s7eJBL8nH13hKk,Very Good,amazing,,this was amazing,through video's and school,no
A0111,R_SVmaqn9rq9WhhtL,Very Good,Hectic,,"""That is absolutely hectic!""",School,
A0113,R_2ylWzaL2XMQ1zZL,Very Good,bonza,,That's bonza!,"More in my childhood 1960's, 1970's, especially from people consciously identifying with being an ""Aussie""",It doesn't seem to be used much anymore; if so it tends to be an affectation.
A0114,R_2tlOO9GuuSsqG6F,Very Good,sick,,sick haircut,in my friendship circles,sick can also refer to something very cool
A0115,R_3mgkrIP45TmIKjO,Very Good,Beaut,,If you could meet me at 3 that would be beaut.,Not for a while - parents mainly,love it
A0117,R_3shLsFQdoFUHhEm,Very Good,Bonza,,He's a bonza bloke,My 93 year old mum still uses it to describe people she likes,No
A0118,R_RR1Jq6KoaDpeshz,Very Good,bonza,,"as an exclamation - Bonza!, or as a verb, 'bonza barbie'",,
A0119,R_1dgc7SpNEKoWvST,Very Good,Ripper,,"That's a ripper, what a ripper",Tv,Amongst friends is used tongue in cheek rather than seriously
A0120,R_rkCfSC2qbZh8g9j,Very Good,Bonza,,Thats bloody bonza mate!,At work,No
A0122,R_XUsTTJlAA75qSFb,Very Good,Fucking fabulous,,,,
A0123,R_1zCZIrMOqyt20yR,Very Good,Bonza,,We had a bonza day,,
A0124,R_RnbBBZEJNzW6IF3,Very Good,Beaut bonzer fabbo,,We went to Cairns had a fabbo hol.,My sister last month,No
A0125,R_2f2t4ujFOxvXZTX,Very Good,ripper,,That's a ripper snag you've got on the barbie,It seems like something the Home and Away character Alf Stewart would say,"cc. bonza, beauty"
A0126,R_2xx6SSVmvKNzcNw,Very Good,Bonzer,,"It's bonzer, mate",When I was living in central nsw,
A0127,R_21tfRShPE7AHGE4,Very Good,grouse,,I have heard it always used as an adjective.,My older brother uses it in regular speech,No
A0128,R_3psRJq4YTc6AShs,Very Good,Bonzer,,That was bonzer mate.,Barry McKenzie,
A0129,R_XGGt4UmDLg1oQJH,Very Good,Bonza,,Beauty bonza we won on the pokies,Over the years,
A0130,R_2rJjl37shA7gs2M,Very Good,Ripper,,"Mate, that's a ripper",In conversation about a beer or a sunset,
A0131,R_3kFf6a7W56ZlC3k,Very Good,bonza,,That's a bonza ute mate.,forever,
A0132,R_bHoZS6nBbULW8wN,Very Good,Bonzer,,,,
A0133,R_5nWwaCIw6nQ4jPb,Very Good,Cracker,,That was a cracker of a game!,Many social settinfs.,Cracker is also slang for fireworks.
A0134,R_3Rsd5C9waaYoFwM,Very Good,Grouse,,That's a grouse car,Mainly in the 70s. Lots of things were grouse,
A0135,R_3DjRSd2O4ykTb1G,Very Good,Grouse,,That's grouse,Historically,Not really used much anymore
A0136,R_3OoViCzR7En9FCw,Very Good,bonza,,That was a bonza apple,Can't recall,Not that common anymore?
A0137,R_22E3W6opjsksBz9,Very Good,Deadly,,This meal is deadly,Cairns Qld - often,Largely used by indigenous Australians originally it has now become common use by Australians in general
A0138,R_BxBzdvI18IQkq1H,Very Good,Bonza,,He was a bonza bloke!,From the 70's onwards,
A0139,R_O7Mu0YFeAbalqyR,Very Good,Bonza,,That was a bonza meal,When I was younger,
A0140,R_1Ngde0tH4KsIGBC,Very Good,Bonzer,,That's bonzer!,My mother said it Al the time,It's probably out of fashion now
A0141,R_2BnUiiAGvuU8ElV,Very Good,grouse,,That would be grouse,As a kid my dad would use it,
A0142,R_2DTuHhSSyzBkswC,Very Good,ball-tearer,,Taht new movie is a real ball-tearer!,"All my life, mostly in uncouth male company. I have never heard it used by a woman.",It is fading away.
A0143,R_3JjXKjstx6Or88W,Very Good,Crash Hot,,That's a crash hot car you've got there!,,
A0144,R_8228GUoeJt3f6x3,Very Good,Bonza,,,,
A0145,R_uwt2ToPTwtFP32h,Very Good,Beaut,,Beaut weather,Commonly heard,
A0146,R_2rqr4P2D2kYkCni,Very Good,Beauty.,,Its a beauty. What a beauty. Ny,My dad would always say this about fish he caught or veggies he grew,I say it often
A0147,R_2BwU6XEXO3BlpOJ,Very Good,bonzer,,she is a bonzer sheila,Common ago but pops up occasionally,
A0148,R_1OTTzWNdkQprTDo,Very Good,bonza,,"What a bonza place, mate!","home, community, from time to time",no
A0149,R_1OPkytdhXH8qyau,Very Good,Bonzer,,A bonzer weekend,,
A0150,R_VQEcxtyGRdrFpFn,Very Good,Bonza/bonzer.,,We had a bonza weekend.,"I use it fairly often as in ""wishing someone bonza borthday wishes""",
A0151,R_3CZeolF0eOBOj4R,Very Good,Bonzer,,"She's bonzer, mate!",About a new car,"Yeah, nah"
A0152,R_28GQEW9g79uAr9A,Very Good,Bonzer,,A bonzer sheila,Paul Hogan movies,
A0153,R_1gnWx5FKe3oxJUh,Very Good,Cracker,,Cracker if a day,I use it,Some say it's a bogan comment
A0154,R_24b7XyhnZpvhadr,Very Good,Bonzer,,What a bonzer day,Sydney 60s 70s,Bon is French for good?
A0155,R_OIKp8n7wgxntJdL,Very Good,Top notch,,The food was top notch.,Can't remember,
A0156,R_1PZCnLbTZG1P3bS,Very Good,bonzer,,we had a bonzer picnic,all thru my childhood,
A0157,R_1opvZQ1ZjRNc2WC,Very Good,grouse,,,,
A0159,R_1IT2CYXCbCz11d6,Very Good,Grouse,,Dinne's grouse luv,"Home, work","Can be extended. ""Dinner's Mickey Mouse, luv"
A0160,R_12inTl63U45w93q,Very Good,shit hot,,bill drove up in a shit hot GT Falcon,all my life,
A0161,R_1QfkzcrMMCI1LNF,Very Good,Bonza,,"When a friend buys something new you can congratulate them by saying ""It's bonza, mate""",Been around for ever,
A0162,R_1Le5EdCIXvEq1Cc,Very Good,Bonza,,We had a bonza time,Can't recall,It was just the first word that i thought of
A0163,R_2EisRb4ZNcKCbpK,Very Good,rip snorter,,that try was a rip snorter,footy,"different, obscure, old fashioned term"
A0164,R_31BrWUcO2gIbqlb,Very Good,Bewdy,,Bewdy mate,Always,
A0165,R_1JXAS6xfZ8xgn6f,Very Good,Grouse,,It's a grouse day,General conversation,It's a bit old fashioned
A0166,R_3E9xYRMHjTzCVSF,Very Good,Bonza,,,Not for a while but it was the first thing I thought of,
A0167,R_2XpvSWTfaqpt4Xi,Very Good,grouse,,that was grouse,common use,a natural
A0168,R_2rVjxKwYAbkLHjC,Very Good,Bonza,,That's a bonza job you've done there.,Carpenter brother uses it,I don't use it
A0169,R_2axnt7y9GJEqiD2,Very Good,Bonza,,That was a bonza game,Over many years,
A0170,R_2c26q2MkPOXa6SH,Very Good,Grouse,,Had a grouse night out,Usually males referring to previous event,
A0171,R_BtxbyoVEeYbYXE5,Very Good,Bloody ripper,,Winning a small amount on a scratchie - Oh you bloody ripper,"As a child, teen mainly",
A0172,R_1qgQvT6kOBts1bk,Very Good,ripper,,"ha ha, thats a fucken ripper mate",today,"like most slang used in sentences, the word ""fuck"" is used"
A0173,R_1eLg3WqfnVNPaG1,Very Good,Bonza,,That meal was bonza,"Probably less these days, but certainly more growing up","Less prevalent than it used to be, but I still use it"
A0174,R_1j6DnN3CgONd7np,Very Good,It's a beauty,,,,
A0175,R_3hooQsuybJ2dL3r,Very Good,Bonza,,That's bonza mate,Widely,
A0176,R_27QfR86g1Nw0TCE,Very Good,Bonzer,,She's a bonzer girl.,My dad for me.,Unlikely to hear now
A0177,R_3lJk2Swp5tBweJt,Very Good,Sick,,"Wow, that is sick!","At home, on TV, in general conversation",
A0178,R_2fiL1Xkl4oiftM3,Very Good,Bonza,,It was a bonza party,Everyday use,
A0179,R_1EX68S37p1fNZK6,Very Good,Bonza,,That's bonza,,
A0180,R_3GCjR6lifziVPrg,Very Good,Bonzer,,That was a bonzer day,Don't remember. Mainly used ironically as in taking the piss,No
A0181,R_WkTlm3yNiPezWWl,Very Good,Bonza,,"That was bonza, mate!",Mostly by older males or particularly Ocker middle-aged ones,
A0182,R_2CKE2jWFJUS7kk6,Very Good,Ripper,,Bloody ripper haircut mate,,
A0183,R_1Ns2F0b2AJwML4v,Very Good,Bonza,,It was a bonza night at the pub.,When I lived in central Queensland.,
A0184,R_AbTdB8Xndr5AeYx,Very Good,Bonza,,That's a bonza little pony you've got there,On the farm,
A0186,R_1j8tE0yFHixLQg8,Very Good,Ripper,,It's a ripper.,Our family,
A0187,R_2EpjvvSzyXKMbYw,Very Good,Ace,,You're ace!,Affirmation of friends,1982
A0188,R_3M09UTK7Za0PBtg,Very Good,Bonzer,,That's a bonzer hat you're wearing,My father used to use it a lot. Probably in the 1950s,
A0189,R_3Glc56KpjqLHhMT,Very Good,Grouse,,That's grouse,TV ad,
A0190,R_AaIdYatieH4RphT,Very Good,Bonza,,Had a bonza day,Throughout country-based upbringing,No
A0191,R_sjThRJ3sAUGRJYZ,Very Good,Bonza,,That's a bonza hat,Pubs,
