participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0632,R_3fCyenDBn2Oz6mK,Arrogant,Up him- or herself,,"He's really up himself, if he thinks he can do that",Ubiquitous,presumable refers to being self-consumed
A0635,R_2QKSXKX9mCV71HN,Arrogant,Prick,,He is a prick.,Commonly used over time,Refers to men only.
A0636,R_3ffoq3Y7mozyw7e,Arrogant,Toff,,,Have heard used but not for some time,
A0639,R_23ZUNIDhGNYfDCC,Arrogant,Smart arse,,Blody smart arese,,
A0641,R_1ln9nHTU1RveiDz,Arrogant,up himself (or herself),,(Named) is up himself. Who the hell (fuck) does he think he is?,1950s to present,Applicable to a person of any status who 'gets too big for his/her boots'
A0642,R_31zPRlmYRQ6Aa5I,Arrogant,Wanker,,That guy is a complete wanker,Often from friends and family,Funny and expressive
A0643,R_1jTeRqdGNKNUDCz,Arrogant,Up oneself,,That bloke is up himself,"Everywhere, even today",
A0644,R_bpATbVMVjXUJjpv,Arrogant,Up him/her self or wanker,,John is up himself; John is a wanker,,
A0645,R_1r7bp2ydyFjMIGd,Arrogant,up himself/herself/themselves,,no,everyday conversation,
A0646,R_24CyV5e83ZHtm4w,Arrogant,Up himself,,He wouldn't know what's going on. He's up himself,Politicians promoting self serving views.,
A0647,R_10JI2K0RTRoyLg7,Arrogant,Pole up his arse,,He was swanning around acting like he had a pole up his arse,Fairly rarely in relaxed settings probably over many years,
A0650,R_OwHwzkPyBHuIAiB,Arrogant,Up themselves,,Don't bother asking him he only talks to important people he is really up himself,Adults my age common use,
A0655,R_8JrgmnLOZGtZXj3,Arrogant,"""head up his own arse""",,,,
A0656,R_20TK0r9dKQT5ptd,Arrogant,To have tickets on oneself,,He's got tickets on himself.,,
A0657,R_rlhDW3chGXbfcml,Arrogant,Shit head,,He's a real shit-head,,
A0658,R_1C9fEndG5RZxrUl,Arrogant,two bob lair,,He's just a two bob lair,In recent times among older friends,Old fashioned term
A0659,R_3r0rA9UlDVkZA3q,Arrogant,He thinks his farts don't stink.,,,,
A0660,R_9umjri2SS4Rt1sZ,Arrogant,Stuck up,,The mayors wife was stuck up,Often,
A0661,R_1pERxjsLWaX8YPo,Arrogant,Up himself (herself),,"That quizmaster, he's up himself",,
A0663,R_2aQQnIlkddzfq5f,Arrogant,Up themselves,,That family was so up themselves they thought their farts didn't stink but their shit gave them away,Everyday usage,
A0664,R_2QYUmAKiRIhwVbb,Arrogant,prick,,"eg, the current prime minister is a[n arrogant] prick",ever since I can remember,no
A0668,R_W2m6Ys6fCnI81Al,Arrogant,Up themselves,,He's a bit up himself,,
A0669,R_qInKHWKKwo7m1YB,Arrogant,Full of him/herself,,"Jeez, he's full of himself",I believe that it's in regular use,
A0670,R_1rxAlF2UQY6fsEH,Arrogant,Up themselves,,The PM is up himself,1960s nSW qld,
A0671,R_2qw9Frl8Ntmvmco,Arrogant,up themselves,,our prime minister and his government are really up themselves,"common in speech, both singular and plural",
A0672,R_2Qm1AniHDaTQkJ8,Arrogant,A legend in his own lunchtime. Or in his own head,,,,
A0673,R_3KuvRIsGAwTVbn3,Arrogant,Tosser,,,,Possibly British
A0674,R_OHAQCArNTOYe0O5,Arrogant,Wanker,,He's a wanker,To describe a politician or someone who has wronged others in an arrogant manner,I was amused when I heard my mother in her70s use it. She didn't know the real meaning of the word
A0675,R_3j6sIC7F3z957aJ,Arrogant,What a Peanut.,,,,
A0677,R_3oSivHmyLMJ4wfW,Arrogant,Dickhead. Bonehead.,,It comes up when needed.,Anywhere,No
A0679,R_SUYWdBsXHsDRrXP,Arrogant,Stuck up or Snob,,He is a stuck up person,General conversation,
A0680,R_2tySviJnJ4hzNLj,Arrogant,Uppem self,,"Scomo's uppem self, just like all the farkin pollies.",Frequently and widely,
A0683,R_6QkhKKaP71kqsXD,Arrogant,Morrison,,He's a real Morrison,In my head,I made that up but wouldn't be surprised if it joins the lexicon within a few years.😁😁
A0684,R_1g88tYBxPppU3FI,Arrogant,Up him/her self,,Allan Jones is up himself.,Comment sections of newspapers.,Could be used to describe all Sky news commentators
A0685,R_1hAOjIjduapJjd6,Arrogant,Bogan,,That bogan has no manners,Conversation recently,No
A0686,R_2DLUfPadTck86BL,Arrogant,Up himself (or herself),,,,
A0687,R_3koyoNtDhdOa0eJ,Arrogant,wanker,,they are such a wanker,with close friends,very common
A0688,R_CdeQ7tNGonOTcfn,Arrogant,Up themselves.,,He's really up himself.,,
A0689,R_2s6eCKvxNxeLJgD,Arrogant,Full of himself,,He's so full of himself he can't bend down to tie up his own shoe laces!,By my father 50 years ago,
A0690,R_3ELkXeWtY2ugpDs,Arrogant,up him/her self,,scotty is up himself,"recently when discussing politicians, ocassionally other people",
A0691,R_ZICSwCRrcFtTqHD,Arrogant,FIGJAM (fuck I'm good just ask me) OR Legend in his/her own lunchbox,,"""dont worry about him, he's just a legend in his own lunchbox"", ""look at that FIGJAM""","My parents use is all the time: Dad uses FIGJAM more than Mum, and Mum uses the lunchbox one frequently",My dad taught my French father-in-law FIGJAM and now he uses it and it's hilarious because he's so proud of himself for learning some slang
A0692,R_2Scc5YRrvCP8OLO,Arrogant,Stuck up,,"He's stuck up, just because he thinks he's better than everyone else.",Melbourne currently,
A0694,R_0p20oCj2f0NfxHH,Arrogant,Up themselves,,He's a bit up himself,Growing up,
A0696,R_2sb6G3jyn9g1Adz,Arrogant,Up themselves,,Bill is uphimself. I dont like him,At work after meetings with bosses,No
A0697,R_DNLOCVaiFGB7Ye5,Arrogant,up himself,,that bloke is a bit up himself isn't he,,
A0700,R_3fcRl1nYyZuR1tS,Arrogant,Can't tell you,,,,
A0701,R_vCtAlaHT3keiJfb,Arrogant,Full of themselves,,"Oh wow, she's full of herself, isn't she?",Work conversation,
A0704,R_1dhltZ6dOuvS60a,Arrogant,up themselves,,,,
A0705,R_1OiVoMzuMr4AGH2,Arrogant,So up himself,,,,
A0706,R_3lyLugi6yTCJT8d,Arrogant,Wanker,,(As a lamborghini drives past) what a wanker!,Sydney,No
A0708,R_26nmtfZsXDlGBtg,Arrogant,dick,,he is a dick or he is being a dick,conversation,
A0710,R_D2bFpsYAczqIqxH,Arrogant,smartarse,,What a fucking smartarse,In workplaces. Probably recently,It's a multi-use word. Arrogance is just one expression.
A0711,R_2P6exrffgQ1hQMC,Arrogant,So far up himself he has to brush his teeth with a toilet brush,,,,
A0712,R_1ihwBuF4eBwqhEX,Arrogant,arrogant prick,,,Still in occasional use,
A0713,R_3O6tJ8G3AQAgt8Y,Arrogant,Smart arse,,He's a bit of a dip stick and a real smart arse,I use it and many family and freinds,
A0714,R_3Dc0opnP8o9VOdG,Arrogant,smartarse,,,,
A0715,R_bHEHXfmFFnCqsPT,Arrogant,pompous git,,Mr Morrison is just a pompous git.,"Just generally, not often,",I just like it.
A0717,R_1LBDa2OxsNzAH36,Arrogant,got tickets on themselves,,"he/she has got tickets on themselves ie. they think they're pretty good, better than everyone else",as prev. it would be said about not to... it is a descriptor I have heard discussing prospective team members,
A0720,R_1lohENOYo0t4vTk,Arrogant,Up there own arse,,He is so up his own arse.,In general conversation.,
A0721,R_3Ld0pBaxufVZ7pA,Arrogant,has a stick up his arse,,,,
A0722,R_1irOH2oAPu7L4zF,Arrogant,"""Full of himself""",,,,
A0723,R_TcIugGHtlqWAtsR,Arrogant,figjam,,fuck i'm good just ask me,used it often,
A0724,R_2WOJKeQmmnR8N65,Arrogant,Cocky,,To describe someone who is up themselves eg 'He's a real cocky arsehole',Everyday conversation,
A0725,R_2wcRysPjuQYXYco,Arrogant,He thinks his S====does not stink,,,,
A0727,R_1IrQpacYWwPXSyO,Arrogant,Bloody upstart,,"Mate, that bloody upstart thinks his shit don't stink",Refer Previous,Self Explanatory
A0728,R_3EkLnYlM9SpN6Ex,Arrogant,Snob,,They think they so good but they are just a snob,Growing up,
A0730,R_diHctkk2kSriQGl,Arrogant,Tickets on himself,,"He's full of it, up himself, got tickets on himself","Workplace, pub talk",Not used by people from non-English-speaking backgrounds
A0731,R_2zVhuyBC4QTwZJP,Arrogant,Up themself,,"That smart bastard is up himself, thinks he is better than us","Childhood, teens on andoff through adulthood",
A0732,R_PH734zycMbZ7b4l,Arrogant,Arsehole,,The manager is a real arsehole.,I use it and it is in common use.,
A0733,R_3qX839269RxD2nJ,Arrogant,Wanker,,What a wanker,Someone is pontificating eg a politician on the radio,"It says that you are self involved, not interested in others, equivalent to masturbating"
A0736,R_dapz5QymP7xYbtL,Arrogant,a jumped up twerp.,,Menzies is a jumped-up twerp who thinks his shit doesn't stink.,local,
A0737,R_2S8MyqLGqaZUrSt,Arrogant,Up himself,,,,
A0738,R_1GDgqB3hIDc0t4x,Arrogant,Full of themselves,,He's so full of himself,Out with friends,Jo
A0739,R_2djfakpvu1vWN9A,Arrogant,"stuck up, wanker",,,,
A0741,R_24xdnySV17bINax,Arrogant,stuck up,,He's so stuck up,General conversation,I still hear this fairly regularly among all age groups
A0744,R_BPR70sz6BTySPQZ,Arrogant,Up her/himself,,She's up herself. She thinks she's better than everyone else.,"Common in SE Queensland, certainly in the late 90s.",
A0745,R_1q8qmUNUoGuNNBH,Arrogant,tall poppy,,no,no,no
A0746,R_1CBbWrxbxa1lDCA,Arrogant,Prick,,,,
A0747,R_22mLsiGZ3TtxXVQ,Arrogant,Up himself,,He's up himself,,
A0750,R_2aY6hY3Zt2OUI1e,Arrogant,Up themselves/himself/herself,,"Oh, he's a bit up himself",Very common useage,"Up there with FIGJAM (F*ck I'm Good, Just Ask Me)"
A0751,R_26nUS1qJYLvWGrb,Arrogant,Top shit,,They think they're top shit don't they?,By friends,
A0753,R_12avnkgDSA44Hqz,Arrogant,bighead,,,,
A0754,R_3COkSBOOUnXgL1D,Arrogant,Shit don't stink,,He thinks his shit don't stink.,Around,
A0757,R_1IGDRSMfr9EQm1B,Arrogant,"Up themselves, tickets on themselves",,They are a bit up themselves,Still in use,
A0758,R_6naBpU6FM4rOWTn,Arrogant,Arsehole,,He's a complete arsehole,Everywhere,"Can mean arrogant, but can also be used to describe a variety of negative feelings re someone"
A0760,R_dduOqgTtmMASU01,Arrogant,Up themselves,,He was really up himself,Everywhere,This one never goes away used a lot for a long time
A0761,R_wZ8FmsQ4xYdaagF,Arrogant,skite/skiting,,He's just skiting about his success.,It's probably now old-fashioned. It was commonly used in the 1950s and 1960s.,No
A0763,R_0CkcVkAjVT9yFPj,Arrogant,stick up his arse,,he's got a real stick up his arse,In conversation between males,Not used by younger generation
A0764,R_1inyTPKaZJregt0,Arrogant,Up him/herself,,,,
A0765,R_2ZV0ao1RoDqbpDC,Arrogant,Up himself,,He's really up himself,general,
A0766,R_Ry72ybpuTz99iz7,Arrogant,Shit don't stink,,Thinks his shit don't stink,Generally,No
A0768,R_2hKQIojyer2TdrH,Arrogant,knobber,,that fella is a entitled knobber,everyday,can be used for friendly banter with your mates - hey knobber whats cracking
A0770,R_BxhkGtRAO9NOwJH,Arrogant,up himself,,he's up himself.,often all over australia,
A0771,R_2cArV6MauxkVHXD,Arrogant,stuck up,,he is a stuck up prick.,"Fairly wide usage, from my childhood",
A0775,R_6Lst0fEANDjyvyV,Arrogant,Stuck Up,,"He's an arrogant, stuck up bloke that one",Still around,
A0776,R_1LwlJZTlP4tuRBn,Arrogant,So far up his own arse he can't see the light,,He/she's so arrogant …,Recently in conversation,
A0778,R_3lLedhgtPw20RXA,Arrogant,"smart-arse, up themself, toffee-nosed, Grade-A bitch",,,,
A0779,R_2qyFX5WLUky5r24,Arrogant,He's up himself,,,,
A0780,R_s6zoPHF5fjFIzsd,Arrogant,big noter,,he's a big noter,often among aboriginal friends,talks themselves up
A0781,R_NX8uFtBFyVPCx0d,Arrogant,Up himself/herself,,,,It makes no anatomical nor grammatical sense but we all know what it means
A0782,R_9yFZBjOfjjxu2L7,Arrogant,Fuckwit,,That real estate agent is a fuckwit,"Me, friends/family",
A0784,R_sNHqnCKOOZRZeJb,Arrogant,tickets on himself,,He's got tickets on himself,Different times and places over the years,Still common
A0785,R_31bjLbnv3w9QB53,Arrogant,toff,,look at that toff,i would suggest back in the 70's,
A0786,R_2fuGviCeoX2QeAm,Arrogant,Up themselves,,Self centred,,
A0789,R_3HM4STjAaOtQypF,Arrogant,up himself,,he's so up himself,most weeks! In all non-professional circumstances,it could also apply to herself
A0790,R_1IlPJlz0EF0i0Hy,Arrogant,shit don't stink. Too big for his boots,,He thinks his shit don't stink!,"60s, to 80s",Not used in polite circles
A0794,R_3epZCQ5OfzsRXfF,Arrogant,got tickets on himself,,He's got tickets on himself that one,general conversation often at work referring to managers,Also NZ
A0795,R_3dDJbbK9fp2VBkW,Arrogant,Hoity Toity,,He's a bit hoity toity isn't he?,General use,
A0796,R_3lWiTPFhRSp2YWL,Arrogant,Up him/her/themselves,,That family are really upthemselves,Last week discussing a family with my dear wife,"Unlikely I would want to spend time with an ""up themself"" person. Can imply envy and jealously"
A0799,R_1ifI2kZVaKIbvPA,Arrogant,Cocky,,Kevin is a bit cocky these days,Work family tv,
A0801,R_1j6W8Pdk3wOvQXc,Arrogant,the sun shines out of his arse,,He acts like the sun shines out of his arse,"In my teenage years, girls often used to say this about boys",
A0802,R_3Ej4LdMaeqSP1oW,Arrogant,Up himself,,He's really up himself,All my life,
A0803,R_1d9OxNI4bLIOkFP,Arrogant,Stuck up,,She is such a stuck up bitch,Widely used,
A0806,R_2YtX5yNtP90T4x3,Arrogant,stuck up prick,,Jason? That stuck up prick? You can pretty much ignore anything he says.,"fairly common idiom. As well us variants changing prick out to bastard, arsehole, etc","Not sure this is ""Australian"" per se, but definitely used here."
A0809,R_3dJMcASjog9BGXQ,Arrogant,up themselves,,She thinks she's better than everyone else. She's so up herself.,Between friends,
A0810,R_1YenCf3Ihmwo1I5,Arrogant,Up himself,,"Gawd, he's up himself!",Used by my family now- not one my dad would have used,
A0811,R_w4ZEgS6l5Qo1JBf,Arrogant,He's up himself,,,,
A0815,R_pcIQaV2EmSytp4t,Arrogant,carrot up their arse,,they've got a carrot up their butt/arse,1980s - 2000s,
A0816,R_3KIx1WGXXdkqgBi,Arrogant,Up him/herself,,I can't stand him. He's so up himself.,I use it! It's fairly common in everyday language,
A0817,R_1NgZwNVI1YGV4ju,Arrogant,stuckup,,They were too stuckup to invite Joe to their party,Always,"Goes well with prick, as in stuckup prick"
A0818,R_2AXxyzL5SV8y9Xe,Arrogant,Thinks his sh*t don't stink,,He thinks his sh*t don't stink.,Childhood,"It also goes with ""snooty"" which has the same meaning but less nasty."
A0819,R_1LHdYch4VLXAkMt,Arrogant,Stuck up,,She or he is stuck up,,
A0820,R_BENlXaMUM8SkwSt,Arrogant,Up him her self,,He is totally up himself,,
A4394,R_2VEm4rdWteDXNyv,Arrogant,Smart arse. Bully.,,Full of shit,"Work, family, sport.",No
A0821,R_27Pd3NKVYHHwAaN,Arrogant,up themself,,,"school yard, pub, home, street",
A0823,R_rd44wRI3LTrIOZP,Arrogant,Someone with his nose up his arse.,,Arrogant prick! He has his nose up his arse.,Sometimes a boss.,
A0825,R_w7ZZX7qW2w3ilcl,Arrogant,Up themselves,,"He's so up himself, he thinks the sun shines…..",All ages,
A0826,R_xrQrVfw13xwJSIV,Arrogant,wanker,,he's a wanker -meaning he doesn't know what he is talking about,usually refers to a man,
A0827,R_3R3LV6ZeC1eAw1f,Arrogant,Tosser,,What a tosser,All over,No
A0828,R_24xddHstSwnkn0s,Arrogant,Up himself,,He is so up himself,everywhere,
A0829,R_BE87RaQCseIgPlf,Arrogant,Cocky,,The new Lord Mayor is very cocky,,
A0830,R_2SJKGmNQavCMkrv,Arrogant,FIGJAM,,"accronym for ""f*ck I'm good, just ask me""","work, pub, everywhere",May not be Australian but certainly well used
A0832,R_6DaObGkRzUHzd9T,Arrogant,Smart arse,,,,
A0833,R_d0Wq5Q67a3s5cFr,Arrogant,smart arse,,what a,always,
A0835,R_3imKWGHw3GkduGG,Arrogant,Up themselves.,,He was a bit up himself.,Among friends and family. Tv.,
A0836,R_bOXc8F09q3s30lj,Arrogant,Up themselves,,,,
A0837,R_3Rs8KvsxQLQ8ZPw,Arrogant,'up themselves',,he/she is up himself/herself,,
A0838,R_2qBIFpBWreMCBQ9,Arrogant,Up themselves,,He is up himself,Often in company,
A0839,R_9uh7JjWqRYTToLT,Arrogant,Up themselves,,No,Everywhere,No
A0840,R_3iIFzhItc5HRczN,Arrogant,Up themselves,,The boss is up himself,Many times when younger,Also similar to stickup Cword
A0841,R_AjPcHPQKipkTqxz,Arrogant,He/she's got tickets on him/herself,,That Barnaby Joyce has got tickets on himself.,Common speech,Presume they are racecourse betting slips.
A0843,R_PIJPWWfmteZ14cN,Arrogant,Thinks themselves,,He thinks himself.,Grafton.,It's still used in my family.
A0844,R_2f3RIj4dmazu3Bk,Arrogant,Up themselves,,He's up himself,Said about someone in conversation,
A0845,R_DA9iZuwFtCI5Wkp,Arrogant,Up him/herself,,She knows everything about everything - she is up herself.,Reasonably frequently heard in social or work situations,
A0846,R_1hSC2jXTZ2TiY0g,Arrogant,Up himself.,,He is so up himself.,Conversation.,
A0847,R_2DMJumKJkzqumsu,Arrogant,up him/herself,,,,
A0848,R_z8df50RG84QW7mh,Arrogant,wanker,,that person is a wanker,,
A0850,R_1riTyE0x2w45BOZ,Arrogant,up him/herself,,she's up herself,in social group more when we were younger,
A0851,R_2TMe2mGyn4EgfZe,Arrogant,Up yourself,,He's a bit up himself / They're all up themselves,,
A0852,R_1pKCL6JRA455jng,Arrogant,smart arse,,,,
A0853,R_T1HVdnW84Rzndux,Arrogant,Stuck up,,,,
A0855,R_wS6gNRs1KSHA4vf,Arrogant,stuck up,,don't be a stuck up cow,school,
A0856,R_2faMiGi0SmKEU0N,Arrogant,Cocky,,Well you're a bit of a cocky bugger,general conversation,is not gender specific
A0857,R_3Jd7swDUA0pGPL3,Arrogant,snotty; arsehole; Lord Snot;,,Tom thinks he is Lord Snot,"family, friends, TV shows,",
A0858,R_1jPsFTn3dibd0kj,Arrogant,that arsehole is so far up himself,,Means hes a fuckwit,,
A0859,R_3Rb800lV4NyRyp3,Arrogant,Rooster,,Who does this rooster think he is?,This rooster comes up to the bar and starts throwing his weight around,It is like a proud rooster walking around the hen house
A0860,R_d3Z7zkR7A7bSKWd,Arrogant,Up yourself,,Their up themselves.. who do they think they are,At bbq with friends,No
A0861,R_1pxMNLCD2knEA7A,Arrogant,Prick,,What a prick!,Referring to someone self centred.,Most often used in reference to self centred / selfish males.
A0863,R_3LdqW8zJZGJVB8z,Arrogant,Ponce,,Look at that ponce.,Dunno,
A0864,R_32X5rFxGhOCZlUS,Arrogant,FIGJAM (Fuck I Am Good Just Ask Me),,Nathan Buckley used to be called FIGJAM,On TV during sports commentary,No
A0866,R_vuGGTzyjYTaDqVP,Arrogant,Stuck up (up themselves),,He's so stuck up he thinks his shit don't stink.,,
A0867,R_33C3bn0c9Yz9QKf,Arrogant,A dick / an arsehole / idiot,,,,
A0868,R_Ab3mx09glx7vwOZ,Arrogant,Stuck up.,,"She thinks she's better than us, she's so stuck up.",In conversation about people.,
A0869,R_1IQT9P8vIeHnfxZ,Arrogant,Arsehole,,That guy is an arsehole,When: Recently. Where: Everywhere,This is a great word for describing someone.
A0871,R_2EyjgjP5RK0N89m,Arrogant,They drink their own bathwater,,,,
A0873,R_r1tDyq344jeZ5br,Arrogant,Up him/herself,,He's up himself,,
A0874,R_1llPekpGYAfJ9o1,Arrogant,Got a poker up his arse,,See above,Watching Parliament,
A0876,R_tQl60DjjKpLPbNL,Arrogant,Up himself,,,,
A0877,R_3phZKcolPIrChW2,Arrogant,"In my current region, we call them tourists or Yogi's (sorry, not sorry Monash Uni)",,"Look at this bunch of yogi's. Followed by a description of what they are doing ie walking out on the road without looking, etc",Every school holidays or long weekend,It's probably a great example of a regional slang word
A0878,R_3O9e5sRQDQUn4kl,Arrogant,up yourself,,she was so up herself the way she carried on with her nose in the air.,family,
A0879,R_BFDLy5cD6A49zuF,Arrogant,Too big for his/her boots.,,Really smug. Too big for their boots.,My parents when I was growing up.,Accurate definition of the attitude.
A0882,R_oY3KrP9QvSnAo37,Arrogant,Bastard,,,,
A0883,R_2VqM5gJT4tyn3n7,Arrogant,All piss and wind,,"All p & w, nothing solid.",Army,
A0884,R_XY3huZInooNu7jr,Arrogant,Smart arse,,,"Home, social, work",
A0885,R_1CpQmaLO0D9OWlx,Arrogant,"Arsehole,",,He's a bit of an arsehole,Quite often,Satisfying
A0886,R_3dFW8LEoRGzJCoM,Arrogant,On themselves.,,He's really on himself.,Quite common.,
A0887,R_3Dc35odKwboKH0S,Arrogant,Clock head.,,That blokes a real know all cock head.,General conversation.,
A0889,R_4HCu6Fs7PC3BI9b,Arrogant,up him self,,He's real up himself,childhood,
A0890,R_Xn3rB0DqaCUpbQR,Arrogant,Up themselves,,He's up himself,Recently - and arrogant leaders including would be,Common use
A0892,R_2ylu6O587MMoaBx,Arrogant,They are up themself.,,Speaks for itself.,lately.,
A0893,R_1jdLE2ysYFh5JcK,Arrogant,Up himself,,That lawyer is up himself,Growing up,
A0897,R_2UgQ1vX7ffhHmxQ,Arrogant,Dickhead,,Guess who is a dickhead,Everywhere,
A0898,R_2XndbANLk3tuXTi,Arrogant,up themselves,,Scott Morrison is up himself,since 1980s at school,
A0901,R_9Lme54cTRt0pr6V,Arrogant,Up himself,,He's up himself.,,
A0902,R_3im0F2XVO3HEo29,Arrogant,knob,,He is an utter knob when he spouts off like that,,
A0903,R_ONJva4oQ4ny5OLL,Arrogant,boofhead,,he is such a boofhead,anytime someone is deemed arrogant or full of themselves,nope
A0904,R_3e93Pq7ub0gknpo,Arrogant,Think they are top shelf,,He thinks he's top shelf,At work,Refers to the top shelf of bottles at a pub: the more expensive drinks
A0905,R_2TAljQ3KVF8u3L8,Arrogant,up himself/herself,,this bloke is up himself,,
A0906,R_1M5jeeiStnZKEt3,Arrogant,up themselves,,he is up himself,everywhere,
A0907,R_cuW3TM3VvsaFxbH,Arrogant,Tosser,,He's a tosser,,
A0908,R_2rHOkM7iy0FHheG,Arrogant,Dickhead,,He's a dickhead,,
A0909,R_10ARNA5I6i2ddKp,Arrogant,top shit,,that guy thinks he's pretty top shit,used to offensively refer to someone who is arrogant,
A0911,R_3fP13pQ2aNfy0Ql,Arrogant,up him/herself,,,,
A0912,R_1H7agphlBh4nF00,Arrogant,Wanker,,He was a total wanker,Social conversation,
A0917,R_2wiQWG9C7cBMQL6,Arrogant,He's up himself,,as above,still used Melbourne,Was used more in the 80s at secondary school
A0918,R_cJ7Mo8x24AIlHxL,Arrogant,put a bit grease on his bum and he'd slip into the next world,,Used on its own.,Grandfather,
A0919,R_1Fln032BOAsJAcx,Arrogant,thinks their shit dont stink,,she thinks her shit dont stink,occasionally,
A0920,R_2P5vGuWjVDPVDv3,Arrogant,"smart-arse, smarmy",,he's a real smart-arse. He's real smarmy,,
A0922,R_1CmymVZETU97vXD,Arrogant,Cocky,,He's a bit cocky about his achievements.,Quite regularly in normal conversation.,No
A0923,R_2e4nTPo1Hmq6FDV,Arrogant,Fuckwit,,That Barry is a real fuckwit,,
A0924,R_1KvutXM7IHngb2b,Arrogant,"Stuffed shirt, pole up his backside",,,1950-60,Always in disdain
A0925,R_2txmcXjNKei16TX,Arrogant,Coplete smartarse!,,Don't be a smartarse!,Tony Abbot was a complete smartarse.,N
A0926,R_3ozw4m2iwhC2jI2,Arrogant,wanker,,Thinks he knows everything - the wanker.,,Derived from masturbation - really a corruption of the concept of someone who is only interested in themselves
A0927,R_dclFraoMyycl5kJ,Arrogant,big noting,,he's always big noting himself,on tv,no
A0928,R_8H2fsAytDt8Qkrn,Arrogant,smart arse,,he/she isd a real smart arse,no & then,
A0929,R_11hFaC1jCjrhGrR,Arrogant,uphimself,,He is up himself,60s tp 80s,
A0930,R_DeGOL7mFhXxVaDL,Arrogant,So far up himself (or herself) he / she will disappear up their own arsehole,,As above,Everywhere,No
A0931,R_3sAHgDGb6JhYSAU,Arrogant,He/she thinks their shit doesn't stink but their farts give them away,,As above,Commonly in my high school days,
A0932,R_3iPV6drCRMvEpRl,Arrogant,up themselves,,They are so up themselves,years ago in high school,
A0933,R_2cjxhujePO9LtvJ,Arrogant,shit don't stink,,Thinks his shit don't stink,Community,
A0934,R_qQnrGTwjrFtRdcd,Arrogant,Wouldn't give you the time of day.,,He thinks he's someone. Wouldn't give you the time of day!,Also old fashioned from my parents and my generation.,
A0935,R_333HPR7VDtTVSHF,Arrogant,A wanker,,He's a real wanker,"Someone who puts on airs and graces, is up themselves. them",Can describe someone who is plane wrong
A0936,R_1ff55x6Bq6Qu7v1,Arrogant,up themselves,,"He's a bit up himself, isn't he",everywhere,
A0938,R_2Cs6LHvo0uCd5oa,Arrogant,He's got a stick up his arse,,He (or she) has a stick up their arse,Work,
A0939,R_3qPykS80rqdTKUK,Arrogant,Up himself,,"Typical barrister, completely up himself.","Often, in mixed company","So, I've got a few prejudices, sue me!"
A0940,R_8kx7PF1tQmEKGch,Arrogant,Tickets on themselves,,"""He's got tickets on himself""","My bogan family, school in the 1980s",
A0941,R_3isAR0G4V5VXMnW,Arrogant,prick,,He's being a prick,Usually about a boss who's being unreasonable,
A0942,R_8tZ5Eg3gh0oiB6V,Arrogant,Prick,,Arrogant prick,"all over, forever",Usually as an adjective cojoined with arrogant for some reason
A0943,R_OBaXRe0n0lRzYTn,Arrogant,up themselves,,"Don't take any notice of him, he's up himself","work, friends",
A0944,R_2TATdWcyg2QqA4s,Arrogant,pig-headed.,,That man is so pig-headed.,Conversation,
A0945,R_1puEQeiW1BFZujf,Arrogant,up themselves,,She/He is a bit up themselves,more recently,
A0946,R_2QyacqZ7jR38goY,Arrogant,Up themselves,,That bloke over there is reall up himself...,Forever,Yeah nah
A0947,R_3qVZWd1R9ManqrF,Arrogant,Up himself.,,Scumo is up himself.,I say it.,Worst PM.
A0948,R_sNFYjyqP0ZnAEDL,Arrogant,up oneself,,Scott Morrison is so up himself,Friendly conversations,
A0949,R_RhrBUvLOc0Ey18d,Arrogant,Figjam,,He's a bit of a figjam (f*ck I'm Good Just Ask Me) e,"Pretty common, especially in workplaces",
A0950,R_07IMvVMQ5HsofCx,Arrogant,They think the sun shines out of their arse,,They think the sun shines out of their arse,,
A0951,R_2AQgxtQhiZsxWZD,Arrogant,"He or she ""is up themselves""",,See above,"Anytime, anywhere.",
A0952,R_2YLj5F4ugkvytUd,Arrogant,up him/herself,,,,
A0953,R_T6nO6UAPJdwwVa1,Arrogant,up himself/herself,,"he is so up himself, he is in danger of disappearing up his own fundamental",common in conversation,related to 'has tickets on himself' (not so common) or 'thinks he is hot shit'
A0954,R_sHhEqFWM9W27iSJ,Arrogant,"More front than [Grace Brothers, Myer, Mark Foys]",,He's got more front than Mark Foys,Only heard it from elderly Australians when I was in my 20s-30s.,"I first heard this as 'Grace Brothers' in SA, which then changed to Myer (after the aquisition). In Sydney, I've heard it once or twice as Mark Foys. (In case it's not obvious, it's a reference to the enormous frontage for large department stores like Myer)."
A0957,R_2zZtV2REKNt3ZJs,Arrogant,Tickets on themselves,,"""Got a few hundred tickets on themselves.""",Tondescribe a person who thinks highly of themselves.,
A0958,R_Ut2Q0zACziXgoXn,Arrogant,not much of a bloke,,he's not much of a bloke,all over,the ultimate put down with wider connotations than just arrogance
A0959,R_3fDDtV3fL9gDGZa,Arrogant,Flog or wanker,,That blokes a Flog - He's an Arrogant wanker,Everywhere,Both are excellent descriptive terms
A0960,R_6Fk1h3POS7DiFKF,Arrogant,cocky,,He's a cocky b'stard,"TV, friends",
A0962,R_9NwNqOMyAlMM2qZ,Arrogant,smart arse,,Scott Morrison is a smart arse,,
A0963,R_1Kpggwd2waEW3ND,Arrogant,smartarse,,,,
