participantID,responseID,prompt,slang,meaning,exampleUsage,whenWhereUsed,additionalNotes
A0622,R_2V3K0ZF1UGrdgsi,Attractive Person,real beaut,,You look real beaut,By me and my parents when talking to relatives about their appearance,
A0623,R_21nyQB9pWlsXeVY,Attractive Person,stunner,,That girl is a stunner.,Commonly over decades,meaning stunningly beautiful.
A0624,R_2CPnMxUDWBYnYfZ,Attractive Person,Eye candy,,There's a bit of eye candy for you.,Watching a movie,
A0626,R_RQ7XE0ChE8rzalr,Attractive Person,hot,,He is really hot,"as a teenager, not so much now",
A0627,R_1JVA8VYjSieKOWX,Attractive Person,Hot.,,She's got a hot body.,"By males, many age groups.",Also used by women re males.
A0628,R_8uY0xJ7Co05Jcm5,Attractive Person,Hottie,,"Brett Sutton was referred to as a chottie, a blend of CMO and hottie, throughout 2020.","TV, radio, general conversation",
A0629,R_elmaEuVnhJexlBL,Attractive Person,spunk or spunk rat,,she's a real spunk!,everywhere when younger.,not as common now
A0630,R_Q4iwUoVYjG2EWK5,Attractive Person,Hunky,,,,
A0631,R_215pw8MtHyVdcIT,Attractive Person,Again beaut & grouse.,,He's a beaut.,Not in this context for a long time.,It's a bit dated in this context.
A0633,R_3dLCx32wc2zMsFL,Attractive Person,Good lookin sheila or good sort that one.,,As above.,At school in the 50's.,Along with the wolf whistle not acceptable today.
A0635,R_2QKSXKX9mCV71HN,Attractive Person,Spunk,,The stripper was a spunk.,Mainly during my school days.(60's & 70's) Seems to have declined over time.,Mainly used by youngsters.
A0636,R_3ffoq3Y7mozyw7e,Attractive Person,Hot,,That chicks babe is hot,Regular useage,Not now politically correct
A0638,R_29vr21MoZjpboiF,Attractive Person,Looker,,She's a bit of a looker,,
A0640,R_2S0kzGO5Vpo8sSl,Attractive Person,Bonzer,,Smithy is a bonzer bloke ye know,West Coast of Tasmania in 1966,"Yes, this word has now almost vanished & even in 1966 'bonzer' was common"
A0642,R_31zPRlmYRQ6Aa5I,Attractive Person,Looker,,Geez he's a looker!,Friends and family regularly,Fun to use
A0643,R_1jTeRqdGNKNUDCz,Attractive Person,Spunk,,Chris Hemsworth is a spunk,"Mainly in school and amongst younger people, less so these days",
A0646,R_24CyV5e83ZHtm4w,Attractive Person,Looker,,She's a looker,When noticing or discussing attractive people,
A0650,R_OwHwzkPyBHuIAiB,Attractive Person,Hot,,Her boyfriend sure is hot,Commonplace particularly among 14-25 yr olds,
A0653,R_3DhU78rsvv2ojMb,Attractive Person,Spunk,,"""He's a bit of a spunk""",,It's pretty old and I don't think used very much.
A0655,R_8JrgmnLOZGtZXj3,Attractive Person,spunky,,now she is one spunky chick,heard it all my life. therefore everywhere,
A0657,R_rlhDW3chGXbfcml,Attractive Person,"Dandy, Mutton done up as lamb",,,,
A0658,R_1C9fEndG5RZxrUl,Attractive Person,stunner,,she's a definite stunner,in beach environment last century,Have heard more recently also
A0662,R_ZsIQdwqj9qf7Brr,Attractive Person,easy on the eye,,shes easy on the eye,when someone wants to point out they think highly of the perons looks,
A0663,R_2aQQnIlkddzfq5f,Attractive Person,Looker,,He was a really good looker,Everyday usage,
A0666,R_b2UOs0IMcgLHMJP,Attractive Person,fan-bloody-tastic,,Is she good-looking? Fan bloody tastic mate,Probably by me and others of my age,"It's part of the whole ""thing"" of splitting the syllables of words to insert a swear word. Like in the poem about ""Tumba bloody Rumba shooting kanga bloody roos"""
A0667,R_1f8WvHe2nBSscS9,Attractive Person,"Hunk, but that could be American?",,He's a hunk.,Used it as a teenager.,No.
A0668,R_W2m6Ys6fCnI81Al,Attractive Person,Alright,,"She's a bit of alright, eh?",,
A0670,R_1rxAlF2UQY6fsEH,Attractive Person,Easy on the eye,,She is easy on the eye,From 1970s eastern Australia,
A0671,R_2qw9Frl8Ntmvmco,Attractive Person,looker,,my boyfriend is a real looker,"around, it's fairly common",might not be Australian slang but from elsewhere
A0672,R_2Qm1AniHDaTQkJ8,Attractive Person,Grouse lookin' (sheila or bloke),,,,
A0673,R_3KuvRIsGAwTVbn3,Attractive Person,Spunk,,'@ is a bit of a spunk,,Haven't heard for a few years
A0674,R_OHAQCArNTOYe0O5,Attractive Person,Hottie,,CHO is a hottie cleverly changed to chottie,Everywhere in Victoria in 2020,One of numerous diminutives in Aussie lingo
A0675,R_3j6sIC7F3z957aJ,Attractive Person,Check that out.,,Check that that out Mate.,,
A0676,R_1prPdn9vYAnHJVW,Attractive Person,A bit of all right,,Heard in conversation but not recently.,,
A0677,R_3oSivHmyLMJ4wfW,Attractive Person,Sex on a stick,,Checking out a cute girl,Many places but not at home. Ha,No
A0678,R_2S78dkF1We8sRAd,Attractive Person,sort,,she's a sort,everyday conversation,"also ""good sort"""
A0679,R_SUYWdBsXHsDRrXP,Attractive Person,Spunk,,"This person is a spunk""",Schools in the 70s,
A0680,R_2tySviJnJ4hzNLj,Attractive Person,Hottie,,"He thinks he's a real hottie, the drongo!",Not commonly,
A0682,R_3Dpu37X8wAMh4Wr,Attractive Person,A looker,,She's a bit of a looker,,
A0684,R_1g88tYBxPppU3FI,Attractive Person,Bonzer,,A u beaut bonzer Sheila,Early tv/movies,Have not heard it recently
A0685,R_1hAOjIjduapJjd6,Attractive Person,Hot,,She's very hot,Conversation recently,No
A0686,R_2DLUfPadTck86BL,Attractive Person,Sheila,,,,"Pretty dated, but occasionally used deliberately to sound dinkum"
A0687,R_3koyoNtDhdOa0eJ,Attractive Person,not too shabby,,he's not too shabby,about someone you don't know yet,classic Australian understatement
A0688,R_CdeQ7tNGonOTcfn,Attractive Person,Spunk.,,So and so is a real spunk.,In the 1970s when I was a teenager.,
A0689,R_2s6eCKvxNxeLJgD,Attractive Person,Corker,,What a corker!,Often,"Applies to things other than people, e.g. weather ""corker of a day"" or anything that works well ""corker of a tractor/tool"""
A0690,R_3ELkXeWtY2ugpDs,Attractive Person,beaut,,he is a beaut sport,recently in casual conversation,
A0692,R_2Scc5YRrvCP8OLO,Attractive Person,good looker,,"Great figure, what a good looker!",Melbourne. currently.,
A0696,R_2sb6G3jyn9g1Adz,Attractive Person,A good sort,,He's a good sort,In the pub,No
A0698,R_r9ABmbAyr5dG6jv,Attractive Person,spunk,,He is a real spunk.,"Heard it all the time when I was a teenager, not so much these days.",Adjective was often used - spunky
A0700,R_3fcRl1nYyZuR1tS,Attractive Person,Smashing,,What a smashing sort,Quite often as a young fellow when a group of young fellas saw an attractive girl,
A0701,R_vCtAlaHT3keiJfb,Attractive Person,Easy on the eyes,,"Mmm, s/he is very easy on the eyes",Admiring someone passing by or seen on screen,
A0705,R_1OiVoMzuMr4AGH2,Attractive Person,"A catch, or puching above your weight",,,,
A0708,R_26nmtfZsXDlGBtg,Attractive Person,chicky babe,,,conversation,relates to females
A0710,R_D2bFpsYAczqIqxH,Attractive Person,spunk,,He's a real spunk,"It was used mainly towards males, by females, but not much after the 90's",I don't think I've heard it for a while
A0711,R_2P6exrffgQ1hQMC,Attractive Person,Smokin,,She is smokin,,Assume it comes from smokin hot
A0713,R_3O6tJ8G3AQAgt8Y,Attractive Person,a bit of a spunk,,"Holy shit, she's a bit of a spunk","I've used it personally may times, freinds use it as well",
A0715,R_bHEHXfmFFnCqsPT,Attractive Person,A good sort,,She's a pretty good sort,Mainly some time ago,"In my youth it applied to attractive young women, but is also used more generally."
A0716,R_1M5rzlRk2xxD2bA,Attractive Person,Sort,,He's a good sort!,"Mostly people my age or older - again, I don't think it's something a lot of younger people use",
A0717,R_1LBDa2OxsNzAH36,Attractive Person,scrubs up well,,he / she scrubs up well... usually when he/she has made a bit of an effort to get ready for some event,Hopefully every time I go 'out' LOL,
A0719,R_1EYBq376HucNnlO,Attractive Person,a looker,,he / she / they is a...,regularly,
A0720,R_1lohENOYo0t4vTk,Attractive Person,Spunk,,That guy is a real spunk,At high school. In Muriel's Wedding.,
A0722,R_1irOH2oAPu7L4zF,Attractive Person,"Good looker,  quite a dish,",,,,
A0723,R_TcIugGHtlqWAtsR,Attractive Person,a bit of a corker,,she's a bit of a corker...,,
A0724,R_2WOJKeQmmnR8N65,Attractive Person,ripper,,She's a ripper,"General conversation, TV",
A0727,R_1IrQpacYWwPXSyO,Attractive Person,I'll use grouse again,,"Hey Mate, that new barmaid is a grouse looking piece of skirt.",Many times and in varying applications before the unique Australian usage of slang was replaced with Americanisms,It is pretty much self explanatory
A0728,R_3EkLnYlM9SpN6Ex,Attractive Person,Spunk,,He's a spunk!,Last time I saw a good looking person,I've used it all my life
A0729,R_UA6J6arTIltMIr7,Attractive Person,gorgeous,,gorgeous girl,fairly common,not really slang but appropriately over the top
A0730,R_diHctkk2kSriQGl,Attractive Person,Spunk,,She's/ He's a total spunk,"Social settings, not used by younger people","Not used in formal settings, very much a schoolyard usage"
A0731,R_2zVhuyBC4QTwZJP,Attractive Person,Good sort,,She is a good sort,"Childhood, teens",
A0732,R_PH734zycMbZ7b4l,Attractive Person,Hottie,,That person is a real hottie.,Think Ive heard it out and about.,"I call hot cross buns, hotties."
A0733,R_3qX839269RxD2nJ,Attractive Person,Spunk,,"He's a spunk, on seeing or thinking or discussing a boy","By myself and friends, from 70s-90s",Haven't heard my teenage girls use it. It implies confidence as well as being good looking in a conventional way
A0734,R_2rCMczvoLAq6tW7,Attractive Person,Doll,,She's a doll,Not recently.,Recent slang seems to be more American.
A0735,R_3iF2p3ZPcPhYJS6,Attractive Person,right-raver,,"Look at her, she a right-raver",Street talk,"not much, however Imyself would not use it."
A0736,R_dapz5QymP7xYbtL,Attractive Person,Peach,,Didja cop the new sheila that moved in.down the road? She's a real peach.,Common parlance,"It's usage had fizzled out by the 60's when Hollywood lingo, such as ""doll"" crept up on us"
A0738,R_1GDgqB3hIDc0t4x,Attractive Person,Rooster,,He's a handsome rooster,With friends,No
A0739,R_2djfakpvu1vWN9A,Attractive Person,spunk,,a hunk of spunk.,in the 70s & 80s,only used in teenage years
A0741,R_24xdnySV17bINax,Attractive Person,spunk,,She's a spunk,General conversation,"Probably a bit dated now and supplanted by the ubiquitous ""hot"" ""hottie"""
A0747,R_22mLsiGZ3TtxXVQ,Attractive Person,Spunk,,He's a real spunk,Commonly used in the community and the media,
A0748,R_2PcXXvqFgldhUpO,Attractive Person,beaut,,She was a beaut sheila,In any stereotypical TV show or movie - never heard anyone I know say it,
A0750,R_2aY6hY3Zt2OUI1e,Attractive Person,Spunk,,Chris Hemsworth is a dead-set spunk,"Again, big in the 70s and 80s. Tends to be used a bit more ironically these days","Popular in the book ""Puberty Blues"""
A0754,R_3COkSBOOUnXgL1D,Attractive Person,Top notch,,That is a top notch shiela.,All over,
A0758,R_6naBpU6FM4rOWTn,Attractive Person,A good sort,,She's a good sort,"Everywhere, but mainly among older people",Perhaps not as common as once upon a time
A0760,R_dduOqgTtmMASU01,Attractive Person,Spunky,,He is spunky,Not so much now but was common years ago,
A0762,R_1Nevu7bh9wEG0rV,Attractive Person,Sort,,She is a good sort,Discussing an acquaintance,A sexist equivalent is rating on a scale of 0 to 10
A0763,R_0CkcVkAjVT9yFPj,Attractive Person,she's an alright sheelagh,,I think she's an ok Sheelagh,by males generally older,no
A0765,R_2ZV0ao1RoDqbpDC,Attractive Person,good sort,,She's a good sort - of an attractive woman,general,
A0766,R_Ry72ybpuTz99iz7,Attractive Person,Grouse,,She's a grouse sort,Frequently,No
A0768,R_2hKQIojyer2TdrH,Attractive Person,fluff,,have a squiz at that bit o fluff,everyday,sorry if its offensive to anyone
A0770,R_BxhkGtRAO9NOwJH,Attractive Person,looker,,She's a real looker,,
A0771,R_2cArV6MauxkVHXD,Attractive Person,hottie,,Brett Sutton is a hottie.,Probably in the last 20 years with the growth of celebrities and the internet,"It's not a word that I would use, because I don't tend to judge people that way. If I was talking about a male, I have heard the term hunk of spunk used more, or just a spunk, from my Uni days."
A0775,R_6Lst0fEANDjyvyV,Attractive Person,Spunk rat,,Isn't she a spunk rat!,When I was young,
A0778,R_3lLedhgtPw20RXA,Attractive Person,"babe, hottie, dish, hunk",,,,
A0779,R_2qyFX5WLUky5r24,Attractive Person,Hornbag,,She's a bit of a hornbag,General use / Also a favorite of Sir Les Patterson (Barry Humphries),
A0780,R_s6zoPHF5fjFIzsd,Attractive Person,looker,,he/she/they are a looker,general usage,no
A0781,R_NX8uFtBFyVPCx0d,Attractive Person,Hottie,,"She's gorgeous, a real hottie.",Everywhere. Decades back,
A0782,R_9yFZBjOfjjxu2L7,Attractive Person,Spunk,,That guy is such a spunk,"Me, friends",
A0784,R_sNHqnCKOOZRZeJb,Attractive Person,a bit of alright,,she's a bit of alright,my childhood,rarely heard now
A0786,R_2fuGviCeoX2QeAm,Attractive Person,"Hottie, spunk",,"Very good looking person, normally younger",In the 80s 90s,
A0787,R_3jTnJs2D2a8QZwt,Attractive Person,looker or looka,,Your friend is a bit of a looker,Family Friends TV Radio,
A0789,R_3HM4STjAaOtQypF,Attractive Person,alright,,she's a bit of 'alright',probably not very commonly used now but definitely heard it growing up,
A0790,R_1IlPJlz0EF0i0Hy,Attractive Person,beaut (not sure of the spelling),,She/he is a beaut.,In my youth out bush,"""bonza sheela"" was an expression of my youth"
A0791,R_2waxV9JmmleYNOZ,Attractive Person,Built like a brick shithouse,,"He hit the gym every day, now he's built like a brick shithouse","Used to describe extremely broad, often tall, muscular men",
A0793,R_SDXSepcSawNBasp,Attractive Person,A looker,,She's a bit of a looker,,
A0794,R_3epZCQ5OfzsRXfF,Attractive Person,Flash as a rat with a gold tooth,,your'e looking flash as a rat with a gold tooth,amongst friends,used teasingly or ironically often
A0795,R_3dDJbbK9fp2VBkW,Attractive Person,Spunk,,he's a bit of a spunk,generally. Used by my sisters a bit,
A0796,R_3lWiTPFhRSp2YWL,Attractive Person,Good Sort,,He/she is a really good sort - as in I would like to spend time with them,This year in discussion with friends in Melbourne reminiscing about our Uni days,A good sort is very complimentary
A0797,R_1N2HYiiBOcovvFV,Attractive Person,rootable,,"""aw yeah your mum's heaps rootable""",typically in conversations of a very informal nature amongst people with no qualms about vulgar conversation,"rootable is an adjective, from the word root, meaning ""to have sex with"", and usually would be used without regard for the target's feelings or comfort"
A0798,R_1gUv1jWi7BSAOVf,Attractive Person,Stud for male. 10 for female,,,,
A0799,R_1ifI2kZVaKIbvPA,Attractive Person,Beaut,,Oi shelia is a beaut isnt she,"School, tv",
A0800,R_2WT0DayYaNdc9ID,Attractive Person,Crash hot,,"Take a gander at that shiela, she's crash hot",,
A0801,R_1j6W8Pdk3wOvQXc,Attractive Person,bonzer,,The new teacher is bonzer,"Again, from my childhood in rural South Australia",Can be used for food as well
A0802,R_3Ej4LdMaeqSP1oW,Attractive Person,Looker,,She's a real looker,TV,
A0803,R_1d9OxNI4bLIOkFP,Attractive Person,Spunk,,She's/He's a real spunk,Used generally in conversations amongst people of the same gender,
A0806,R_2YtX5yNtP90T4x3,Attractive Person,a good sort,,"Caw, she's a good sort.",Admittedly not as often these days as when I was younger.,
A0807,R_Z3o0b7ujUMQfEzf,Attractive Person,Spunk,,She's a top spunk,More in my 20-30's,
A0810,R_1YenCf3Ihmwo1I5,Attractive Person,Oil painting,,Usually used in the negative. Well she's no oil painting herself!,My Dad,
A0811,R_w4ZEgS6l5Qo1JBf,Attractive Person,He's a bit of all right!,,,,
A0812,R_3Odj48igBanGObF,Attractive Person,spunk,,He's a real spunk,Hard to say. It's been common for years.,
A0814,R_3PBfNkYVyyRbke5,Attractive Person,Good sort,,She's a bloody good sort,My Dad and his friends often used it.I haven't hear it used for some time now,
A0815,R_pcIQaV2EmSytp4t,Attractive Person,hottie,,she's a hottie,"Conversation, likely in the 1980s",
A0816,R_3KIx1WGXXdkqgBi,Attractive Person,spunk,,Whose that guy? He's a real spunk!,We used it all the time at school and I still hear people use it (young and old),"It's dated and sounds like a mum word, but it's funny"
A0817,R_1NgZwNVI1YGV4ju,Attractive Person,Stunner,,"AFL footballers might behave like drongos, but they look like stunners.",Cannot pinpoint it,No
A0818,R_2AXxyzL5SV8y9Xe,Attractive Person,sort,,She's a good sort.,Childhood,
A0819,R_1LHdYch4VLXAkMt,Attractive Person,Good looker,,She is a good looker,Older friends d sometime uses it,
A0820,R_BENlXaMUM8SkwSt,Attractive Person,Good looking rooster,,He is a good looking rooster,,Often used by a bloke about another bloke. Women do not seem to use it
A4394,R_2VEm4rdWteDXNyv,Attractive Person,"Good looking, gorgeous, mighty",,Everwhere,,It just feels right to say either word
A0822,R_31ucpxmULpLvwvh,Attractive Person,hard on the eye,,,,
A0823,R_rd44wRI3LTrIOZP,Attractive Person,"A ""looker""",,Wow! He's a bit of a looker.,When an attractive person passes by.,
A0824,R_29t8kZN1gA6t1gd,Attractive Person,a bit orright,,That bloke's sister is a bit orright.,"Not sure, probably in a pub, amongst other guys.",
A0825,R_w7ZZX7qW2w3ilcl,Attractive Person,Mint,,"Is the new girl pretty. Yes, she's mint.",My kids,
A0826,R_xrQrVfw13xwJSIV,Attractive Person,hunk,,he's a hunk (meaning a fabulous body),women talking together without men around,
A0827,R_3R3LV6ZeC1eAw1f,Attractive Person,Spunk,,She's a spunk,All over,No
A0828,R_24xddHstSwnkn0s,Attractive Person,hot,,She is so hot,everywhere,
A0829,R_BE87RaQCseIgPlf,Attractive Person,A bit of alright,,The bartender was a bit of alright,,
A0831,R_3PnSalbyi460REp,Attractive Person,Stunna,,"Wow, she's a real STUNNA",In the street recently,Works best for females
A0832,R_6DaObGkRzUHzd9T,Attractive Person,Doll,,She is a real doll,,
A0833,R_d0Wq5Q67a3s5cFr,Attractive Person,flasah,,looking flash yonight,always friends,can be used different context.
A0834,R_1nUQQcG139ntTgt,Attractive Person,spunk,,awwww he/she is a real spunk,Anywhere when there is a spunk around.,Theres not enough of them!
A0836,R_bOXc8F09q3s30lj,Attractive Person,Spunk,,,Modern,
A0837,R_3Rs8KvsxQLQ8ZPw,Attractive Person,"""a looker""",,Sally's a looker,just used in relation to females,
A0838,R_2qBIFpBWreMCBQ9,Attractive Person,Spunk rat,,She's a bit of a spunk rat,Amongst friends,Is it still PC??
A0840,R_3iIFzhItc5HRczN,Attractive Person,She's a 10,,The new office girl is a 10 out of 10,Many times when younger,"A modern version of ""She's a grouse looking Shiela"
A0843,R_PIJPWWfmteZ14cN,Attractive Person,Stunner,,She's a stunner.,"Everywhere, now & then",No
A0845,R_DA9iZuwFtCI5Wkp,Attractive Person,A good sort,,He is a good sort.,Heard more frequently 15- 20 years ago and since very infrequently from older males in lower SES/occupation/rural.,
A0851,R_2TMe2mGyn4EgfZe,Attractive Person,Alright / A bit of alright,,"She's a bit of alright, isn't she.",,Very patriarchal
A0852,R_1pKCL6JRA455jng,Attractive Person,Looker,,What a looker!,,
A0853,R_T1HVdnW84Rzndux,Attractive Person,Looker,,She's a good looker.,Not used much now.,
A0854,R_27W5hIjukJHi4fm,Attractive Person,good sort,,That girl is a good sort,"Teenage years (1950s), used only of girls as far as I was aware.",no
A0855,R_wS6gNRs1KSHA4vf,Attractive Person,spunk or spunk rat,,That Brad Pitt is a real spunk rat,school in the 1970's/1980's,
A0856,R_2faMiGi0SmKEU0N,Attractive Person,good sort,,they're a bit of a good sort,general conversation usually among males. Tends to happen more in social environments.,Not usually used in a derogatory manner
A0857,R_3Jd7swDUA0pGPL3,Attractive Person,"beauty, beaudy",,She is an absolute beaudy!,"friends, family, advertising",
A0858,R_1jPsFTn3dibd0kj,Attractive Person,get a gander at that sheila,,checking out a nice looking girl,,
A0859,R_3Rb800lV4NyRyp3,Attractive Person,looker,,WoW she/he is a real looker!,Mainly by men about women but can be used by both sexes.,It is self explanatory.
A0860,R_d3Z7zkR7A7bSKWd,Attractive Person,Good looking sheila or bloke,,Shes/hes a good looking sheila/bloke,With friends while we are out,No
A0861,R_1pxMNLCD2knEA7A,Attractive Person,eye candy,,Whoa - talk about eye candy!,in reference to a person one finds very attractive.,very pleasant to look at and giving visual pleasure - as an analogy with a sweet taste
A0862,R_RfU1tgL2zpSAV6V,Attractive Person,stunner,,She's a stunner = 'looker' good looking,,
A0863,R_3LdqW8zJZGJVB8z,Attractive Person,Spunk,,He's a total spunk.,"Boarding school, 2795, in the 1980s",
A0865,R_3iLtEC7D5aWFddm,Attractive Person,bonza,,"she, or he, is a bonza looker.",1960's and 1970's,bonza could be used to describe something good like 'that was a bonza meal.' as well
A0867,R_33C3bn0c9Yz9QKf,Attractive Person,Good looker,,Hes a good looker over there,,
A0868,R_Ab3mx09glx7vwOZ,Attractive Person,Hornbag,,You're a hornbag.,"On the tv show ""Kath and Kim"".",
A0871,R_2EyjgjP5RK0N89m,Attractive Person,Looker,,"Geez, she's a looker.",,
A0872,R_1eyJaFaw8RVAZ0V,Attractive Person,stunner,,Sharon is a stunner,when describing a physically attractive person,"noun for ""stunning""?"
A0874,R_1llPekpGYAfJ9o1,Attractive Person,Suffers from George Clooney Syndrome,,Every day I look in the mirror I suffer from GCS,Made it up,It's copyright
A0876,R_tQl60DjjKpLPbNL,Attractive Person,Spunk,,,,
A0877,R_3phZKcolPIrChW2,Attractive Person,Hottie,,"Oh, he's a real hottie",Normally when you are checking people out and you see someone you like the look of,I think it is probably a little dated now. I haven't been looking for some time now
A0878,R_3O9e5sRQDQUn4kl,Attractive Person,Hottie,,that Turkish actor is a real hottie,friends,
A0879,R_BFDLy5cD6A49zuF,Attractive Person,Bonzer bloke or Sheila.,,"He's a good mate, a bonzer bloke.",Not an expression I use but I have heard it growing up.,Pretty old and I can't recall hearing it lately.
A0881,R_3szyY4Zdme07aV7,Attractive Person,a looker,,,,
A0882,R_oY3KrP9QvSnAo37,Attractive Person,Beaut,,You beaut!,,Can also be an expression or excitement
A0885,R_1CpQmaLO0D9OWlx,Attractive Person,Spunk,,Hunk of spunk,Often,
A0886,R_3dFW8LEoRGzJCoM,Attractive Person,Babe,,That guy is such a babe. (I'm gay and find it works for describing hot men as well as for women.,Very common.,
A0887,R_3Dc35odKwboKH0S,Attractive Person,Spunk.,,She's a bit of a spunk.,Nightclubs.,
A0888,R_1mfO7XcTJgATtXw,Attractive Person,knockout,,Cor! That new sheila is a knockout!,Probably in the Dad and Dave movie,
A0889,R_4HCu6Fs7PC3BI9b,Attractive Person,a looker,,she's a real looker,probably 1950+,
A0891,R_2V1NUyIuQcEhFfm,Attractive Person,looker,,Shes a real looker,,
A0892,R_2ylu6O587MMoaBx,Attractive Person,"Gay, and they've thus polluted one of the best words of our language.",,no way mate.,here there and everywhere,as above
A0893,R_1jdLE2ysYFh5JcK,Attractive Person,'A bit of all right',,My boyfriend is 'a bit of all right',Growing up,
A0894,R_2dou79C8Owe1dDo,Attractive Person,Pussy magnet,,,,
A0899,R_RmhH5IpOri0Yerf,Attractive Person,cracker,,She's a cracker,Friends last 10 years.,Maybe because a cracker goes off with a bang.
A0901,R_9Lme54cTRt0pr6V,Attractive Person,Bottler,,He's a bottler or she's a bottler.,,
A0903,R_ONJva4oQ4ny5OLL,Attractive Person,spunk,,he/she is a spunk,popular in my youth but not used much these days,a shame this expression is dying out most probably because of society's annoying requirement these days to not be seen to be sexist
A0905,R_2TAljQ3KVF8u3L8,Attractive Person,looker,,she's a looker,,
A0907,R_cuW3TM3VvsaFxbH,Attractive Person,Talent,,Check out the talent over there,,
A0908,R_2rHOkM7iy0FHheG,Attractive Person,Spunk,,She's a spunk,,
A0911,R_3fP13pQ2aNfy0Ql,Attractive Person,hunk honey,,,,
A0912,R_1H7agphlBh4nF00,Attractive Person,Stunner,,She was a stunner,In general conversation,
A0913,R_1mCbkZAw6bczxkA,Attractive Person,Spunk,,That chick is a real spunk.,,
A0917,R_2wiQWG9C7cBMQL6,Attractive Person,good looka,,He's a good looka,"Here it up until the present, anywhere.",is used occasionally
A0918,R_cJ7Mo8x24AIlHxL,Attractive Person,Spunk,,Check out that pair of spunks swimming in the pool,"Schoolyard, workplace","Confusing to non-Australians, given its usage in erotic fiction."
A0919,R_1Fln032BOAsJAcx,Attractive Person,good sort,,shes a bit of a good sort,was common but not heard recently,
A0920,R_2P5vGuWjVDPVDv3,Attractive Person,looker,,she's a real looker,,
A0921,R_1Q6qsESPWWac8wd,Attractive Person,Spunk,,That girl/guy's a spunk,By people of my generation when we were young. Not sure how many young people use it today.,"As far as I know, it retains its literal meaning elsewhere."
A0923,R_2e4nTPo1Hmq6FDV,Attractive Person,Looker,,Barry is a bit of a looker isn't he?,,
A0924,R_1KvutXM7IHngb2b,Attractive Person,"Sheila, good sort",,"I like that Sheila, or he's a good sort",1950-60,Always used affectionately
A0925,R_2txmcXjNKei16TX,Attractive Person,a knockout,,Marylin Monroe was a knockout!,Everywhere for yonks.,That movie was a knockout..
A0926,R_3ozw4m2iwhC2jI2,Attractive Person,Built like a brick shit house,,,,It suggests excessively good looking
A0927,R_dclFraoMyycl5kJ,Attractive Person,a good sort,,she's a good sort,fairly recently in conversation,no
A0928,R_8H2fsAytDt8Qkrn,Attractive Person,a real looker,,,often,
A0929,R_11hFaC1jCjrhGrR,Attractive Person,good sort,,wow she is a good sort,having a beer with friends,
A0931,R_3sAHgDGb6JhYSAU,Attractive Person,Bit all right,,Look at her she's a bit all right,Common in my youth,At the time this would have been directed by a male to female
A0932,R_3iPV6drCRMvEpRl,Attractive Person,a bit of alright,,"She's a bit of alright, eh?",I havent heard it for a while but its pub kind of talk,Usually said by men
A0933,R_2cjxhujePO9LtvJ,Attractive Person,Looker,,What a looker,Community,
A0934,R_qQnrGTwjrFtRdcd,Attractive Person,A bit of a looker,,"He/she is a bit of a looker, don't you reckon?",Queensland.,Old fashioned. Working class. Usually refers to women but I'd use it for a bloke too in some circumstances.
A0937,R_2wQYkUXXuZRcVpu,Attractive Person,Looker,,"Wow, he's a looker!","Sarcastically or sincerely, by all ages",
A0938,R_2Cs6LHvo0uCd5oa,Attractive Person,Cute,,He's cute,Woman at work,
A0940,R_8kx7PF1tQmEKGch,Attractive Person,Good sort,,"""Ooh, she's a good sort""",My bogan family,
A0941,R_3isAR0G4V5VXMnW,Attractive Person,a looker,,She's a looker,just around,
A0942,R_8tZ5Eg3gh0oiB6V,Attractive Person,Spunk,,He/she is a real spunk,"All over, since 1974",In UK it means semen
A0943,R_OBaXRe0n0lRzYTn,Attractive Person,Stunner,,"Mate, how did someone like you end up with a missus like her. She's a stunner",Friends,
A0944,R_2TATdWcyg2QqA4s,Attractive Person,looker,,He's a bit of a looker.,Social conversation.,
A0945,R_1puEQeiW1BFZujf,Attractive Person,corker,,she's a corker sheiler,long time ago....mainly by men,
A0946,R_2QyacqZ7jR38goY,Attractive Person,A looker,,That sheila's a real looker!...,From youth and beyond.,Yeah nah
A0947,R_3qVZWd1R9ManqrF,Attractive Person,Looked.,,Shazza is a bit of a looked.,In conversation.,Speaks for itself.
A0949,R_RhrBUvLOc0Ey18d,Attractive Person,A good sort,,He or she is a good sort,Fairly often,"Usually means moe thanjyst physically attractive, an overall attrative package l"
A0950,R_07IMvVMQ5HsofCx,Attractive Person,A dish,,What a dish!,,
A0952,R_2YLj5F4ugkvytUd,Attractive Person,easy on the eye,,,General conversation,
A0953,R_T6nO6UAPJdwwVa1,Attractive Person,spunk,,what a spunk,"casual conversation, probably more when I was at school (>30 years ago)",refers only to a male
A0954,R_sHhEqFWM9W27iSJ,Attractive Person,easy on the eye,,"Wow, he's easy on the eye, isn't he?",Used to be a pretty common expression; less so these days.,
A0958,R_Ut2Q0zACziXgoXn,Attractive Person,top sort,,she's a top sort,all over,no
A0959,R_3fDDtV3fL9gDGZa,Attractive Person,Stunner,,That bird is a stunner (Attractive lady),Way too often,No
A0960,R_6Fk1h3POS7DiFKF,Attractive Person,a spunk,,he's a real spunk!,"tv, friends,",
A0961,R_PGql7HdmBxgsZGh,Attractive Person,Bobby dazzler,,Bit of a Bobby dazzler,,
